-----------------------------------------------------------------------------------------------------

OPTICAL/UV/NIR DATA
      Time        Exposure(s)  Mag        Magerr        Filter   Telescope
    165.6320038      0.0401000      0.1147000      0.1134000      0.1210000      0.0781000      0.0998000     -0.0465000      0.1007000      0.1850000      0.2189000     BAT
    165.6959991      0.1093000      0.1014000      0.1216000      0.1155000      0.0727000      0.1013000      0.0647000      0.0938000      0.3684000      0.2066000     BAT
    165.7599945     -0.0882000      0.1164000      0.3192000      0.1115000      0.0965000      0.1133000      0.1561000      0.1002000      0.4836000      0.2210000     BAT
    165.8240051      0.1199000      0.1094000      0.2428000      0.1109000      0.0394000      0.1080000     -0.0617000      0.0949000      0.3404000      0.2120000     BAT
    165.8880005      0.2484000      0.1167000      0.1845000      0.1091000      0.2194000      0.0994000     -0.0285000      0.0871000      0.6237000      0.2074000     BAT
    165.9519958      0.0904000      0.1154000      0.0844000      0.1184000      0.0120000      0.1017000     -0.0135000      0.0856000      0.1733000      0.2121000     BAT
    166.0160065      0.0034000      0.1214000     -0.0255000      0.1075000      0.2016000      0.1078000      0.1726000      0.0842000      0.3521000      0.2121000     BAT
    166.0800018      0.1969000      0.1197000      0.1629000      0.1123000     -0.0051000      0.1078000     -0.0342000      0.0778000      0.3204000      0.2112000     BAT
    166.1439972     -0.0220000      0.1124000      0.2237000      0.1257000     -0.0297000      0.0982000     -0.0716000      0.0871000      0.1004000      0.2137000     BAT
    166.2079926      0.2777000      0.1205000      0.1625000      0.1125000      0.0638000      0.1035000      0.0158000      0.0900000      0.5199000      0.2145000     BAT
    166.2720032      0.1470000      0.1172000      0.2867000      0.1121000     -0.1507000      0.1033000     -0.1383000      0.0886000      0.1447000      0.2118000     BAT
    166.3359985      0.2288000      0.1133000      0.2635000      0.1132000      0.0884000      0.1014000     -0.0499000      0.0907000      0.5308000      0.2102000     BAT
    166.3999939      0.2354000      0.1081000      0.3299000      0.1155000      0.0784000      0.0962000      0.0532000      0.0858000      0.6969000      0.2041000     BAT
    166.4640045      0.1141000      0.1168000      0.1711000      0.1189000     -0.0227000      0.0975000     -0.0306000      0.0889000      0.2318000      0.2126000     BAT
    166.5279999     -0.0692000      0.1186000      0.1588000      0.1167000      0.0469000      0.1056000     -0.0446000      0.0919000      0.0919000      0.2175000     BAT
    166.5919952      0.0795000      0.1075000      0.1660000      0.1148000      0.0372000      0.1106000     -0.2389000      0.0965000      0.0438000      0.2152000     BAT
    166.6560059      0.0013000      0.1108000     -0.0333000      0.1189000      0.1953000      0.1002000      0.0254000      0.0927000      0.1888000      0.2123000     BAT
    166.7200012      0.1148000      0.1208000     -0.1639000      0.1136000     -0.0049000      0.1039000      0.0271000      0.0877000     -0.0270000      0.2145000     BAT
    166.7839966      0.1102000      0.1148000      0.1594000      0.1170000      0.0494000      0.1023000     -0.0949000      0.0950000      0.2241000      0.2153000     BAT
    166.8480072      0.3109000      0.1241000      0.0385000      0.1274000     -0.0792000      0.1016000      0.0787000      0.0961000      0.3489000      0.2262000     BAT
    166.9120026      0.0843000      0.1140000      0.0705000      0.1123000     -0.0418000      0.1058000      0.0918000      0.0967000      0.2047000      0.2148000     BAT
    166.9759979     -0.0199000      0.1160000      0.1307000      0.1140000      0.0015000      0.1042000      0.0846000      0.0944000      0.1970000      0.2150000     BAT
    167.0399933      0.0637000      0.1109000      0.4521000      0.1101000      0.0757000      0.1011000      0.0112000      0.0921000      0.6026000      0.2077000     BAT
    167.1040039      0.0321000      0.1100000      0.0287000      0.1108000      0.2034000      0.1039000     -0.0735000      0.0874000      0.1907000      0.2069000     BAT
    167.1679993      0.2110000      0.1217000      0.1742000      0.1279000      0.0297000      0.1094000      0.0868000      0.0983000      0.5016000      0.2298000     BAT
    167.2319946      0.3159000      0.1120000      0.2142000      0.1066000      0.0806000      0.0987000     -0.0093000      0.0860000      0.6014000      0.2026000     BAT
    167.2960052      0.0097000      0.1135000     -0.0535000      0.1161000      0.1223000      0.1118000      0.1011000      0.0948000      0.1795000      0.2187000     BAT
    167.3600006      0.2391000      0.1047000      0.0149000      0.1132000     -0.0968000      0.1097000     -0.0152000      0.0925000      0.1421000      0.2107000     BAT
    167.4239960      0.0628000      0.1050000     -0.0548000      0.1186000      0.0122000      0.0906000      0.0991000      0.0901000      0.1194000      0.2035000     BAT
    167.4880066      0.2473000      0.1183000     -0.0410000      0.1132000     -0.0371000      0.1010000     -0.0428000      0.0969000      0.1264000      0.2154000     BAT
    167.5520020      0.0418000      0.1130000      0.1016000      0.1079000      0.0737000      0.1067000     -0.1206000      0.0937000      0.0965000      0.2111000     BAT
    167.6159973      0.1710000      0.1139000      0.1893000      0.1139000     -0.1724000      0.1034000     -0.0073000      0.0923000      0.1806000      0.2125000     BAT
    167.6799927      0.2334000      0.1152000      0.2186000      0.1252000     -0.0515000      0.1027000      0.0424000      0.0821000      0.4428000      0.2150000     BAT
    167.7440033     -0.0005000      0.1171000     -0.0300000      0.1105000      0.1305000      0.0993000      0.1138000      0.0922000      0.2138000      0.2104000     BAT
    167.8079987      0.1750000      0.1098000      0.4142000      0.1181000     -0.0354000      0.0981000      0.0547000      0.0785000      0.6085000      0.2044000     BAT
    167.8719940      0.1334000      0.1164000      0.0532000      0.1105000      0.0765000      0.1050000     -0.0422000      0.0904000      0.2208000      0.2120000     BAT
    167.9360046      0.1786000      0.1040000     -0.0346000      0.1116000      0.1221000      0.0942000      0.2261000      0.0977000      0.4922000      0.2042000     BAT
    168.0000000      0.1566000      0.1190000      0.0336000      0.1051000      0.0522000      0.1074000      0.0636000      0.0855000      0.3060000      0.2099000     BAT
    168.0639954      0.1483000      0.1168000      0.1889000      0.1179000     -0.0935000      0.0972000      0.0173000      0.0992000      0.2611000      0.2164000     BAT
    168.1280060      0.1029000      0.1096000      0.1211000      0.1155000      0.0289000      0.1108000     -0.1050000      0.1007000      0.1480000      0.2185000     BAT
    168.1920013     -0.0437000      0.1152000      0.0188000      0.1197000      0.1517000      0.0972000      0.1200000      0.0846000      0.2467000      0.2102000     BAT
    168.2559967      0.0396000      0.1125000      0.2885000      0.1197000      0.1457000      0.1039000      0.2333000      0.1070000      0.7072000      0.2219000     BAT
    168.3200073     -0.0516000      0.1133000     -0.0246000      0.1150000      0.0642000      0.1007000      0.0130000      0.0824000      0.0010000      0.2073000     BAT
    168.3840027      0.2689000      0.1207000      0.2292000      0.1150000      0.0104000      0.0976000      0.0909000      0.0911000      0.5994000      0.2135000     BAT
    168.4479980      0.0126000      0.1156000      0.0324000      0.1137000      0.1136000      0.1084000     -0.0047000      0.0872000      0.1539000      0.2136000     BAT
    168.5119934      0.1920000      0.1140000      0.3289000      0.1108000     -0.1323000      0.1021000     -0.0226000      0.0894000      0.3660000      0.2090000     BAT
    168.5760040      0.3330000      0.1137000     -0.0977000      0.1094000      0.0995000      0.0994000      0.0811000      0.0966000      0.4159000      0.2100000     BAT
    168.6399994      0.3323000      0.1235000      0.0707000      0.1258000     -0.0222000      0.1036000      0.1408000      0.0885000      0.5216000      0.2228000     BAT
    168.7039948      0.2844000      0.1040000      0.2179000      0.1136000      0.0495000      0.1101000      0.1380000      0.0840000      0.6898000      0.2071000     BAT
    168.7680054      0.0633000      0.1197000     -0.1036000      0.1158000      0.0128000      0.1010000      0.0770000      0.0938000      0.0495000      0.2162000     BAT
    168.8320007      0.2604000      0.1236000      0.1795000      0.1187000     -0.1681000      0.0995000     -0.0936000      0.0880000      0.1781000      0.2168000     BAT
    168.8959961      0.2094000      0.1046000      0.2866000      0.1219000      0.0042000      0.1038000     -0.0280000      0.0905000      0.4722000      0.2116000     BAT
    168.9600067      0.0772000      0.1135000      0.0990000      0.1181000      0.0445000      0.0951000      0.0006000      0.0840000      0.2212000      0.2072000     BAT
    169.0240021      0.1760000      0.1183000      0.0574000      0.1081000      0.0696000      0.0971000      0.0265000      0.0943000      0.3297000      0.2098000     BAT
    169.0879974      0.0489000      0.1213000      0.3285000      0.1139000     -0.0362000      0.1118000     -0.0069000      0.0795000      0.3343000      0.2156000     BAT
    169.1519928     -0.0057000      0.1081000      0.0527000      0.1117000      0.0053000      0.1101000      0.0312000      0.0860000      0.0835000      0.2090000     BAT
    169.2160034     -0.0928000      0.1123000      0.1942000      0.1050000      0.1999000      0.1017000     -0.0730000      0.0925000      0.2283000      0.2063000     BAT
    169.2799988      0.0664000      0.1086000      0.1407000      0.1116000     -0.0020000      0.1005000      0.1113000      0.0824000      0.3164000      0.2029000     BAT
    169.3439941      0.2329000      0.1222000     -0.0542000      0.1216000     -0.0060000      0.0954000     -0.1029000      0.0921000      0.0698000      0.2175000     BAT
    169.4080048      0.3474000      0.1149000      0.0989000      0.1182000      0.0535000      0.1056000     -0.0045000      0.0928000      0.4954000      0.2166000     BAT
    169.4720001      0.2085000      0.1075000      0.2214000      0.1162000      0.0347000      0.1067000     -0.1935000      0.0933000      0.2711000      0.2125000     BAT
    169.5359955     -0.0042000      0.1268000      0.0103000      0.1120000      0.0411000      0.0963000     -0.0039000      0.0952000      0.0434000      0.2167000     BAT
    169.6000061     -0.0687000      0.1045000      0.2641000      0.1134000     -0.0096000      0.0961000      0.0402000      0.0939000      0.2260000      0.2045000     BAT
    169.6640015      0.0674000      0.1133000      0.3652000      0.1188000      0.1778000      0.1086000     -0.2079000      0.0932000      0.4026000      0.2177000     BAT
    169.7279968      0.1644000      0.1135000      0.0449000      0.1117000      0.1787000      0.1030000      0.0256000      0.0933000      0.4136000      0.2114000     BAT
    169.7920074      0.3114000      0.1171000      0.0974000      0.1014000     -0.1038000      0.1031000     -0.0608000      0.0824000      0.2441000      0.2035000     BAT
